Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm)
22/09/2021;0;14;69;1011,4;4,1;140;10;6,4;20,6;;
22/09/2021;1200;13,8;84;1011,1;3,3;140;10;;;8,6;0
22/09/2021;1800;20,4;56;1007,4;6;140;7;;;;
23/09/2021;0;16,4;69;1006,4;5;140;5;0;17;;
23/09/2021;1200;14;82;1007,8;2,1;140;10;;;12,8;0
23/09/2021;1800;16,6;80;1006,3;2;140;10;;;;
24/09/2021;0;14,2;93;1007,5;0;0;0;5,6;21;;
24/09/2021;1200;14,6;98;1009,4;1,6;230;10;;;9;0
24/09/2021;1800;20,2;65;1007,9;1,5;230;8;;;;
25/09/2021;0;15;89;1008,3;0;0;4;9,7;22,2;;
25/09/2021;1200;15;87;1008,7;1,6;140;7;;;10;0
25/09/2021;1800;22;56;1004,7;1,6;180;4;;;;
26/09/2021;0;15;89;1003,8;0,8;140;0;6,1;25,2;;
26/09/2021;1200;13,8;100;1005,5;1,3;140;10;;;9,8;0
26/09/2021;1800;24,6;61;1003,8;2,5;140;0;;;;
27/09/2021;0;18,2;86;1004;0,7;140;0;7,7;26,8;;
27/09/2021;1200;17,6;96;1006,4;1,5;140;10;;;14,4;0
27/09/2021;1800;26,2;70;1002,8;3,3;180;0;;;;
28/09/2021;0;21;91;1001,5;0,3;140;0;0;22,6;;
28/09/2021;1200;17,6;98;1003,8;2,5;140;10;;;15,8;0
28/09/2021;1800;18,4;96;1004,2;1,3;180;10;;;;
29/09/2021;0;15,8;98;1004,6;0,5;140;10;7,2;23,6;;
29/09/2021;1200;17;92;1006,3;2,1;140;10;;;14,6;20
29/09/2021;1800;23,6;61;1003,9;3;140;4;;;;
30/09/2021;0;19;81;1004,3;3,8;140;2;4,3;23,8;;
30/09/2021;1200;17,2;86;1001,1;4,6;140;7;;;15,6;0
30/09/2021;1800;23,2;72;993,9;3,6;140;10;;;;
01/10/2021;0;17,8;98;995;3,3;140;10;1,5;23,2;;
01/10/2021;1200;18;98;999,4;0,5;320;10;;;17,2;50,4
01/10/2021;1800;22,6;72;998,2;2,8;230;8;;;;
02/10/2021;0;18,2;84;1000,4;3,1;180;8;7,1;23,4;;
02/10/2021;1200;17,2;84;1001,8;2,3;140;8;;;13,6;0
02/10/2021;1800;22,6;70;996,4;3,5;140;6;;;;
03/10/2021;0;19;86;995,5;1,6;140;4;1,9;23,6;;
03/10/2021;1200;16,2;94;998,7;0,8;320;10;;;14,8;12,8
03/10/2021;1800;23;72;997,1;2,5;270;9;;;;
04/10/2021;0;18,4;80;1001;0;0;10;4,8;20;;
04/10/2021;1200;13;93;1007,6;0,7;140;10;;;12,2;0
04/10/2021;1800;19,2;59;1005,9;2,5;180;6;;;;
05/10/2021;0;12,2;91;1007;0,8;230;0;10,7;21,4;;
05/10/2021;1200;15,2;78;1009,8;1,8;140;0;;;7,6;0
05/10/2021;1800;21;46;1004,8;3,3;140;2;;;;
06/10/2021;0;16,4;73;1003,9;0,8;140;9;1,4;21;;
06/10/2021;1200;14,8;82;1003,2;1,3;140;10;;;12,4;0
06/10/2021;1800;19,8;75;1001,6;1;320;10;;;;
07/10/2021;0;16,6;90;1004,7;0,5;320;0;7,5;19;;
07/10/2021;1200;12;74;1009,2;3,3;140;8;;;9,6;0
07/10/2021;1800;19;51;1006,3;3;140;2;;;;
08/10/2021;0;13,6;80;1006,3;0,5;140;0;6;21,4;;
08/10/2021;1200;14,6;87;1005,9;4,1;140;9;;;10,6;0
08/10/2021;1800;20,6;70;1002,3;4,6;140;7;;;;
09/10/2021;0;18;75;1004,3;4,1;140;10;0;21,4;;
09/10/2021;1200;16,2;96;1004,4;4,3;140;10;;;14,8;14,4
09/10/2021;1800;20,4;80;1002,8;2,3;140;10;;;;
10/10/2021;0;19,2;86;1004,8;2,3;140;10;5,8;24,6;;
10/10/2021;1200;18,6;88;1005,6;4;140;10;;;16,8;0
10/10/2021;1800;24;70;1002,3;3,5;140;8;;;;
11/10/2021;0;20,6;82;1003,4;4;140;7;3,5;24,4;;
11/10/2021;1200;17;98;1003,8;2,5;140;10;;;15,8;17,4
11/10/2021;1800;22,4;79;1001,5;0,5;320;7;;;;
12/10/2021;0;18;92;1001,5;0,8;140;3;8,8;26,6;;
12/10/2021;1200;19;98;1003,1;1,3;320;9;;;15;31,2
12/10/2021;1800;26,6;59;1000;2,8;230;6;;;;
13/10/2021;0;20,2;91;999,9;0,5;90;0;4,8;31,4;;
13/10/2021;1200;18,2;100;998,2;1,8;140;7;;;15;0
13/10/2021;1800;30,2;46;991,8;3;50;10;;;;
14/10/2021;0;22,4;90;995,2;2;360;10;5,2;28,2;;
14/10/2021;1200;20,4;94;993,2;1,3;320;10;;;19,6;4,6
14/10/2021;1800;27,6;66;991;2;360;6;;;;
15/10/2021;0;23;88;993,9;0,7;50;10;0;23;;
15/10/2021;1200;20,2;98;1001;0;0;10;;;14;11,4
15/10/2021;1800;16,2;98;1002,2;2,5;230;10;;;;
16/10/2021;0;14;95;1006,8;3,3;180;10;3;20,4;;
16/10/2021;1200;14;84;1010;3,3;140;10;;;12,8;12,7
16/10/2021;1800;19;75;1007,9;1,6;90;9;;;;
17/10/2021;0;16,8;82;1008,3;2,1;140;6;11,3;21,6;;
17/10/2021;1200;15,8;71;1009,4;3,3;140;4;;;11,2;0
17/10/2021;1800;21,6;58;1005,4;4,1;140;2;;;;
18/10/2021;0;16,4;83;1006,8;0,7;90;0;11,1;24;;
18/10/2021;1200;16,4;83;1009,2;2,5;140;5;;;9,6;0
18/10/2021;1800;23,4;50;1006,3;4,3;180;1;;;;
19/10/2021;0;18,4;70;1007,9;2;140;3;9;24,2;;
19/10/2021;1200;14,6;98;1011,5;2,5;140;10;;;11,6;0
19/10/2021;1800;24;42;1007,2;2,3;140;3;;;;
20/10/2021;0;17;76;1008,2;1,3;140;0;11,2;24,4;;
20/10/2021;1200;16,8;82;1010,2;2;140;0;;;11;0
20/10/2021;1800;24,2;41;1005,5;4,6;180;3;;;;
21/10/2021;0;18,2;67;1006,8;3,6;140;0;10,1;25,6;;
21/10/2021;1200;16,8;84;1005,9;2,5;90;0;;;11,4;0
21/10/2021;1800;25;47;1003;2,5;230;2;;;;
22/10/2021;0;17;82;1002,8;0;0;0;11,3;27,4;;
22/10/2021;1200;18;82;1003,2;3;140;2;;;12,6;0
22/10/2021;1800;27;48;977,4;3,3;140;0;;;;
23/10/2021;0;20,8;72;977,4;0;0;0;0,5;20,8;;
23/10/2021;1200;18;88;992,8;3;140;10;;;15,6;0
23/10/2021;1800;19,8;89;991,9;1,6;140;10;;;;
24/10/2021;0;16,4;94;994,8;2,5;230;10;11,6;23,8;;
24/10/2021;1200;17,2;78;1004,3;1,6;230;4;;;14;11,9
24/10/2021;1800;23,6;40;1004;2,5;230;2;;;;
25/10/2021;0;15,4;83;1005,3;0;0;0;11,9;29,8;;
25/10/2021;1200;20,8;50;1006,7;2,6;360;0;;;9,4;0
25/10/2021;1800;28,8;32;1004;2,6;320;0;;;;
26/10/2021;0;19,8;75;1004,4;0,3;320;0;11,6;32,8;;
26/10/2021;1200;22,4;66;1006,8;1,3;50;0;;;11,4;0
26/10/2021;1800;32,4;30;1004;1,8;50;0;;;;
27/10/2021;0;22,2;70;1004,8;0;0;0;11,6;33,2;;
27/10/2021;1200;23;70;1009;1,6;140;0;;;13,4;0
27/10/2021;1800;33,2;29;1007,1;3,3;140;0;;;;
28/10/2021;0;25;56;1008,3;0;0;0;11,7;31,8;;
28/10/2021;1200;23;72;1010,3;1,5;140;0;;;15,4;0
28/10/2021;1800;31,8;30;1006,7;3,8;180;3;;;;
29/10/2021;0;24,4;56;1007;3,3;140;0;11,8;30,4;;
29/10/2021;1200;22;72;1008,2;3,3;140;2;;;17,4;0
29/10/2021;1800;30;51;1003,6;3,6;140;3;;;;
30/10/2021;0;24,4;70;1003,2;5;140;3;11,2;31,2;;
30/10/2021;1200;23,6;73;1005,5;2,5;140;7;;;18,6;0
30/10/2021;1800;30,8;49;1001,6;2,6;140;5;;;;
31/10/2021;0;25,6;67;1001,5;2,1;140;5;11,1;32,2;;
31/10/2021;1200;24,6;76;1005,1;2,1;140;1;;;19,2;0
31/10/2021;1800;31;53;1001,9;2,1;140;6;;;;
01/11/2021;0;25,4;73;1001,9;0,3;90;0;11,1;32,6;;
01/11/2021;1200;25,8;64;1004,2;3,3;90;1;;;19,2;0
01/11/2021;1800;32,4;45;1000,7;1,6;180;7;;;;
02/11/2021;0;25,4;68;1001,1;0,5;90;7;7,1;33,2;;
02/11/2021;1200;24,6;77;1002,7;1,6;90;5;;;19,6;0
02/11/2021;1800;30,8;50;999,2;3,3;140;9;;;;
03/11/2021;0;24,2;82;1000,8;1,3;320;10;6,8;28,8;;
03/11/2021;1200;19,6;98;1000,2;2;140;10;;;18,4;29,6
03/11/2021;1800;28,6;65;994,2;1,3;230;8;;;;
04/11/2021;0;21,8;84;996,4;0;0;10;11,6;31,2;;
04/11/2021;1200;24,6;73;998,4;1,6;230;0;;;16,8;0,6
04/11/2021;1800;31;49;995,9;3;230;0;;;;
05/11/2021;0;23,6;80;997,4;0,8;50;0;3,8;30,2;;
05/11/2021;1200;21,2;94;999,2;1,6;50;10;;;17,6;0
05/11/2021;1800;29,4;54;998,4;3,6;180;9;;;;
06/11/2021;0;25;70;1000,8;8;180;8;0;25,4;;
06/11/2021;1200;17,8;92;1005,9;2;180;10;;;17,8;0
06/11/2021;1800;22,4;73;1003,6;3,5;180;10;;;;
07/11/2021;0;18,4;80;1005,6;3,6;180;10;9,6;25,4;;
07/11/2021;1200;18,4;71;1005,6;4,3;140;8;;;16;0
07/11/2021;1800;25;60;1001,9;3,3;180;2;;;;
08/11/2021;0;20,8;77;1001,6;1;140;0;11,8;27;;
08/11/2021;1200;19,2;73;1004,7;3,6;140;0;;;13,6;0
08/11/2021;1800;26,2;50;1001,9;2,6;180;0;;;;
09/11/2021;0;22;63;1002,7;3,6;180;3;11,7;27;;
09/11/2021;1200;19,8;71;1006,2;3,3;140;0;;;13,2;0
09/11/2021;1800;27;39;1003,2;3,5;140;3;;;;
10/11/2021;0;21,4;59;1003,6;0,5;140;0;10,3;26;;
10/11/2021;1200;19,2;72;1007,2;3,8;180;8;;;14,6;0
10/11/2021;1800;25;45;1003,8;5,3;180;6;;;;
11/11/2021;0;21,2;54;1005,4;4,6;180;0;12;27;;
11/11/2021;1200;20;66;1007,8;4,3;180;2;;;14,4;0
11/11/2021;1800;26,8;47;1005,4;6,3;180;3;;;;
12/11/2021;0;20,2;65;1007,2;4,6;180;0;11,9;27,2;;
12/11/2021;1200;20;67;1008,2;5;140;3;;;14,8;0
12/11/2021;1800;26,6;48;1005,1;5;140;0;;;;
13/11/2021;0;20,6;60;1006;4,3;140;0;12;30,4;;
13/11/2021;1200;20,2;69;1004,4;3,3;140;4;;;14,4;0
13/11/2021;1800;29,8;48;998,6;5;140;1;;;;
14/11/2021;0;24,2;57;997,5;4,6;140;4;1,1;29,4;;
14/11/2021;1200;24,8;54;1002,4;3,3;90;10;;;18;0
14/11/2021;1800;28,8;49;1000,6;1,6;270;10;;;;
15/11/2021;0;24;70;1001,1;1,6;140;10;10,5;35,4;;
15/11/2021;1200;26,4;64;1000,8;2,5;140;3;;;19,8;0
15/11/2021;1800;34,6;32;996,7;3;140;3;;;;
16/11/2021;0;27,4;55;997,2;1,3;90;0;1,9;28,4;;
16/11/2021;1200;27,8;66;999,6;1,6;90;10;;;20,8;0
16/11/2021;1800;21,6;95;1000,2;1,6;320;10;;;;
17/11/2021;0;21,6;97;1001,8;1,6;140;10;0;21,6;;
17/11/2021;1200;16,6;96;1003;1,6;140;10;;;14,8;8
17/11/2021;1800;15,4;94;1002,8;3,3;140;10;;;;
18/11/2021;0;15,4;98;1002,3;3,3;140;10;0;19,2;;
18/11/2021;1200;16;85;1001,6;3,3;140;10;;;14,6;2,9
18/11/2021;1800;18,8;77;1000;2,1;180;10;;;;
19/11/2021;0;17,2;92;1001,5;0,7;140;10;11,2;26,4;;
19/11/2021;1200;19,2;77;1005,1;1,6;140;4;;;13,4;0
19/11/2021;1800;25,4;44;1003,2;2,6;180;0;;;;
20/11/2021;0;18;78;1003,9;0;0;0;12;29,4;;
20/11/2021;1200;20,2;76;1006,3;1,3;140;0;;;12,6;0
20/11/2021;1800;28,6;32;1003,2;3,3;140;0;;;;
21/11/2021;0;20,8;61;1002,8;0,8;90;0;12,4;33;;
21/11/2021;1200;24;51;1004;0,8;230;0;;;12,4;0
21/11/2021;1800;32,8;30;1000,2;3;140;0;;;;
22/11/2021;0;23,8;59;998,7;0,8;140;0;12,3;37,6;;
22/11/2021;1200;25,4;61;998,7;1,6;140;0;;;15,2;0
22/11/2021;1800;36,6;33;994,9;2,6;230;4;;;;
23/11/2021;0;28,6;58;995,6;0,3;320;0;11;30,4;;
23/11/2021;1200;23,2;52;1004;4;180;9;;;21,8;0
23/11/2021;1800;29,8;37;1001,5;3,3;180;2;;;;
24/11/2021;0;24,2;46;1002,3;3,6;140;0;12,3;31,2;;
24/11/2021;1200;21;67;1004,6;2,3;140;0;;;14,2;0
24/11/2021;1800;30,4;23;999,8;3,3;140;0;;;;
25/11/2021;0;23,2;42;998,3;1;90;0;2;30,6;;
25/11/2021;1200;22,4;73;996;1;140;10;;;15;0
25/11/2021;1800;19,8;95;995,9;0,8;320;10;;;;
26/11/2021;0;24,2;80;991,9;3,3;360;3;0,1;24,6;;
26/11/2021;1200;20,6;86;993,6;2,6;360;10;;;20,4;10,4
26/11/2021;1800;22,6;81;994,3;2,1;360;10;;;;
27/11/2021;0;22,8;81;995,4;0,5;320;10;3,7;27,8;;
27/11/2021;1200;22,4;79;997,4;4;180;8;;;19,2;0,3
27/11/2021;1800;26,4;67;995,6;3,6;180;8;;;;
28/11/2021;0;24,4;77;995,1;2;140;4;0;24,8;;
28/11/2021;1200;21,2;89;996,7;1,6;180;10;;;19,2;0
28/11/2021;1800;23,4;86;994,7;1,6;50;10;;;;
29/11/2021;0;22,6;83;992,4;3,1;360;8;9,7;26,6;;
29/11/2021;1200;20,8;69;993,1;4,1;360;7;;;18,4;0,3
29/11/2021;1800;26;54;992,7;5;320;7;;;;
30/11/2021;0;21,8;67;994,6;1;270;0;12,3;28,4;;
30/11/2021;1200;22,8;62;998,8;3,1;270;5;;;18,2;0
30/11/2021;1800;28,2;42;997,2;3,3;230;3;;;;
01/12/2021;0;21,8;62;998,7;1,6;230;1;11,7;28,2;;
01/12/2021;1200;22,4;68;1002,3;3,3;140;4;;;15,8;0
01/12/2021;1800;27,2;47;999,8;3;230;4;;;;
02/12/2021;0;22,8;68;1000,3;3;140;10;12,4;28,2;;
02/12/2021;1200;21,4;64;1003,8;3,3;140;0;;;15,8;0
02/12/2021;1800;27,6;46;1000,8;3,3;140;4;;;;
03/12/2021;0;22,4;60;1001,5;3,3;140;0;11,5;29,8;;
03/12/2021;1200;20,8;72;1003,6;3,6;140;6;;;14,6;0
03/12/2021;1800;29;46;1000,6;4,8;140;2;;;;
04/12/2021;0;23,6;63;1001,2;4,3;140;0;11,7;31,8;;
04/12/2021;1200;23,2;74;1003,4;3,1;140;7;;;17;0
04/12/2021;1800;30,8;50;1000,6;4,3;180;7;;;;
05/12/2021;0;26;63;1003,2;5,8;180;7;6,4;30,6;;
05/12/2021;1200;22,2;79;1005,4;3,3;180;10;;;20,2;0
05/12/2021;1800;29,8;53;1003,4;4,1;140;4;;;;
06/12/2021;0;24,4;70;1003,8;3,8;180;6;8,8;29;;
06/12/2021;1200;22;76;1006,2;3;140;8;;;19,2;0
06/12/2021;1800;28;51;1004,2;4;180;6;;;;
07/12/2021;0;23,4;66;1005,8;3,6;140;2;12,3;27,8;;
07/12/2021;1200;21,2;67;1008,6;5;140;1;;;16,4;0
07/12/2021;1800;27,4;42;1005,2;5,8;140;1;;;;
08/12/2021;0;22,2;59;1005,4;5,3;140;0;12,5;28,2;;
08/12/2021;1200;21,4;68;1007,6;3,3;140;0;;;15,4;0
08/12/2021;1800;27,4;43;1004,6;4,5;180;0;;;;
09/12/2021;0;22,6;57;1003,9;4,1;180;0;12,5;29;;
09/12/2021;1200;21,2;64;1005,4;3,3;180;0;;;15;0
09/12/2021;1800;28,4;37;1002,3;4,3;180;2;;;;
10/12/2021;0;23,2;61;1002,3;3,6;180;0;11,5;30,8;;
10/12/2021;1200;21,6;69;1001,8;3,3;140;0;;;15,8;0
10/12/2021;1800;30,6;43;997,1;2,5;140;0;;;;
11/12/2021;0;24,2;52;995,8;2,5;140;10;11,6;32,6;;
11/12/2021;1200;22;69;996,6;3;140;3;;;17,4;0
11/12/2021;1800;31,8;40;993,2;2;270;7;;;;
12/12/2021;0;25,4;61;993;0,5;90;3;9;34,6;;
12/12/2021;1200;23,8;75;995,5;1,6;140;10;;;18,6;0
12/12/2021;1800;34;38;992,4;3,3;180;3;;;;
13/12/2021;0;29;51;994,2;4;360;10;0,4;29,6;;
13/12/2021;1200;23,2;87;997,4;1,6;140;10;;;22;0,2
13/12/2021;1800;29,2;69;996;1,3;140;10;;;;
14/12/2021;0;26,4;83;997,2;0,3;320;10;0;26,8;;
14/12/2021;1200;21,6;97;999,4;2,1;140;10;;;20;11,4
14/12/2021;1800;21,4;96;998;3,3;140;10;;;;
15/12/2021;0;20;91;998,7;3;140;10;0;25,2;;
15/12/2021;1200;19,8;98;1000,7;1,6;180;10;;;18,8;10,5
15/12/2021;1800;24,6;85;999,6;0,7;230;10;;;;
16/12/2021;0;24,2;93;999,1;0;0;9;7,5;31;;
16/12/2021;1200;22,4;94;1001,2;0,7;320;10;;;21;0
16/12/2021;1800;30;59;999,8;3,3;230;7;;;;
17/12/2021;0;26;75;1000,4;3;140;6;9,5;29,2;;
17/12/2021;1200;21,8;82;1004;2;140;8;;;18,2;0
17/12/2021;1800;28,4;57;1002;5,1;180;5;;;;
18/12/2021;0;22,8;82;1002,7;4,6;140;3;7,5;28,4;;
18/12/2021;1200;22,4;83;1004;5,3;180;10;;;19,2;0
18/12/2021;1800;27,8;66;1002;4,6;180;8;;;;
19/12/2021;0;23;77;1001,8;4;140;2;12,5;33,8;;
19/12/2021;1200;23,4;77;1003,1;2,5;180;0;;;18;0
19/12/2021;1800;32,6;54;998;3,8;180;2;;;;
20/12/2021;0;28;70;997,5;0,7;140;0;10,4;35,6;;
20/12/2021;1200;26,2;78;999,4;1,3;140;3;;;20;0
20/12/2021;1800;35,4;46;994,6;3,3;140;7;;;;
21/12/2021;0;23,6;88;996,6;2;90;10;9,3;33,2;;
21/12/2021;1200;24,8;79;997,8;2,5;140;3;;;20,4;9,8
21/12/2021;1800;33,2;56;993,8;2,5;230;3;;;;
22/12/2021;0;21,8;91;996,2;1,6;320;10;8;29,6;;
22/12/2021;1200;22,6;91;999;2;140;10;;;20,2;9,8
22/12/2021;1800;28,8;54;999;4,1;140;7;;;;
23/12/2021;0;25;59;999,9;4,1;140;0;11,5;28,6;;
23/12/2021;1200;21,6;75;1004,4;3,3;140;7;;;16,2;0
23/12/2021;1800;27,8;47;1002,7;3,3;140;3;;;;
24/12/2021;0;23,8;54;1001,5;3;140;0;11,9;29,4;;
24/12/2021;1200;22,2;76;1003,2;3;140;4;;;16,4;0
24/12/2021;1800;29;45;999,9;3,3;140;2;;;;
25/12/2021;0;23,4;66;998,6;0,7;90;0;12,3;32,2;;
25/12/2021;1200;22,4;81;999,9;2,1;140;0;;;16,6;0
25/12/2021;1800;31,4;41;998;1,8;180;2;;;;
26/12/2021;0;25,4;70;997,1;0,5;90;0;11,6;33,4;;
26/12/2021;1200;26,2;66;999,5;1;320;5;;;19,6;0
26/12/2021;1800;32,6;48;996,8;3,3;230;6;;;;
27/12/2021;0;25,2;69;999;4,1;140;2;12,1;34;;
27/12/2021;1200;24,6;76;998,7;0,8;230;0;;;15,6;0
27/12/2021;1800;33,6;29;996,8;4,5;230;3;;;;
28/12/2021;0;25,8;62;996,3;0,8;230;0;12,2;33,2;;
28/12/2021;1200;24,4;79;1000,4;3,3;140;0;;;18,4;0
28/12/2021;1800;32,2;38;999,1;5,6;180;0;;;;
29/12/2021;0;27,4;54;1000,7;5;180;0;9,9;33,2;;
29/12/2021;1200;21,6;82;1003,4;2;140;7;;;17;0
29/12/2021;1800;32,4;39;999,5;5,3;180;5;;;;
30/12/2021;0;26,2;57;998,3;2,1;140;0;11,7;35,4;;
30/12/2021;1200;24,6;76;998,7;2,6;140;0;;;19,2;0
30/12/2021;1800;34,8;45;994,3;2,6;140;6;;;;
31/12/2021;0;28,8;61;994,4;2,1;90;5;11,6;36;;
31/12/2021;1200;27,6;60;996,6;1,6;90;5;;;22,6;0
31/12/2021;1800;35,2;38;992,4;1,3;230;5;;;;
